age,sex,prev,disability_rate,i,i_apc,f,f_apc,r,r_apc,income_first,income,expenditure_rate_first,expenditure_rate
11,male,0.0928150496,0.040511997959434366,0.01370737211091421,0.0022060533931061183,1.233944100435464e-05,-0.007117661661255701,0.2245546037049714,-0.0039538823543078675,0.0,0.0,0.0,0.0
12,female,0.089570293,0.04009307416243464,0.015638558417437172,0.0027956510480031723,1.2827691817189787e-05,-0.014772650982476737,0.22027987244207442,-0.0014196327793087017,0.0,0.0,0.0,0.0
12,male,0.085030762,0.04046926569939477,0.011102096299216052,0.001829707825320295,1.3666577398805545e-05,-0.009581966582038103,0.22299666724838998,-0.0042534362317710964,0.0,0.0,0.0,0.0
13,female,0.0833638926,0.04002050523250158,0.014283593651143435,0.000967327054655787,1.422472522023371e-05,-0.016979913202139676,0.2183211000887842,-0.0015495953592732257,0.0,0.0,0.0,0.0
13,male,0.0768590042,0.040440019127908504,0.009532852061869442,0.001454075017029452,1.532662550619971e-05,-0.012046124480894411,0.22144953959271033,-0.004551760835644404,0.0,0.0,0.0,0.0
14,female,0.07715749220000001,0.039936261692030475,0.0129083673654619,-0.0008563145489536564,1.6273059031800608e-05,-0.019187067287277617,0.2163797455280925,-0.0016787683387162271,0.0,0.0,0.0,0.0
14,male,0.0686872464,0.040403813596464104,0.008365458246340902,0.0010791543670483762,1.741775318024413e-05,-0.014510135301163192,0.21991314574759488,-0.004848854800591167,0.0,0.0,0.0,0.0
15,female,0.07095109179999999,0.03983727985423333,0.01151883268200928,-0.002675283878460487,1.859513476182313e-05,-0.021394113202014918,0.21445565387753127,-0.0018071510149910972,0.0,0.0,0.0,0.0
15,male,0.0605154886,0.04035782997875357,0.007185305897093235,0.000704945274840559,2.000896593413452e-05,-0.016973998986204195,0.21838741124298416,-0.005144716759750763,0.0,0.0,0.0,0.0
16,female,0.0647446914,0.039719321297128,0.010024574963944472,-0.005022173741024068,2.211343049250433e-05,-0.020179423146506406,0.21834471902734265,-0.00033699294692546137,0.0,0.0,0.0,0.0
16,male,0.0523437308,0.0402974886918072,0.005942452009220384,-0.0004178826685366237,2.4211406484664073e-05,-0.015638678679753652,0.22237494944736588,-0.003191353670468618,0.0,0.0,0.0,0.0
17,female,0.058538291,0.039576350119274926,0.008541810035746248,-0.007364411495143624,2.6383575483184708e-05,-0.018964624848979088,0.2223043107753862,0.0011339568314473818,0.0,0.0,0.0,0.0
17,male,0.044171972999999996,0.04021482128498086,0.0047070248930370885,-0.0015400002539069449,2.990003836980275e-05,-0.014303211124685916,0.22643529615678462,-0.00123675583715834,0.0,0.0,0.0,0.0
18,female,0.0540268052,0.03953349845679937,0.007519838234817459,-0.009702007191036371,3.061923122026989e-05,-0.017749718273550572,0.22633570809253553,0.002605699024651977,0.0,0.0,0.0,0.0
18,male,0.0400110618,0.040182592554941894,0.004007710516043437,-0.002661408080373172,3.489334925679721e-05,-0.012967596264280803,0.23056978078255513,0.0007190781115855045,0.0,0.0,0.0,0.0
19,female,0.0495153194,0.03948283811332943,0.0067453274886445785,-0.01203497085717891,3.5317033488970787e-05,-0.01653470338445192,0.23044021314327948,0.004078234337822276,0.0,0.0,0.0,0.0
19,male,0.0358501506,0.04014288263547768,0.0035817472437657152,-0.0037821067465758865,4.00064805847786e-05,-0.011631834041824572,0.23477975700972606,0.002676149548723772,0.0,0.0,0.0,0.0
20,female,0.04500383360000001,0.03942202070536496,0.00597675012100132,-0.014363312500383286,4.099069812169392e-05,-0.015319580145748312,0.23461915170631878,0.005551563476719281,0.0,0.0,0.0,0.0
20,male,0.0316892394,0.040092744605287056,0.0031583153123355356,-0.004902096850480434,4.6451089674738514e-05,-0.01029592440052466,0.23906660324029944,0.00463445984867105,0.0,0.0,0.0,0.0
21,female,0.0404923478,0.03934765126165393,0.005214071606171483,-0.014813674016848877,4.79646253968796e-05,-0.014648538939535488,0.2174116826216009,0.005703505728856419,0.0,0.0,0.0,0.0
21,male,0.0275283282,0.0400274498325692,0.0027374033322403366,-0.006289019554762449,5.481604501365189e-05,-0.009503141837095146,0.22051837432188992,0.005085584037500994,0.0,0.0,0.0,0.0
22,female,0.035980862,0.03925463208746916,0.00445725759759306,-0.01526396861577651,5.6724855704128264e-05,-0.01397745022505501,0.2014662460271905,0.0058556308268377984,0.0,0.0,0.0,0.0
22,male,0.023367417,0.03993890167663803,0.0023189999596287137,-0.007674711416050937,6.609850008507745e-05,-0.008710333438711578,0.20340922886954002,0.005536859765768602,0.0,0.0,0.0,0.0
23,female,0.0346459278,0.03920638199794436,0.0040064013824706365,-0.015714196314563274,6.290911660659713e-05,-0.013306314012832797,0.18669028176803132,0.00600793869264716,0.0,0.0,0.0,0.0
23,male,0.0222860468,0.03990901894722755,0.002105316100082535,-0.009059173803626586,7.82181640761221e-05,-0.007917499209523735,0.18762751410866593,0.0059882869746977815,0.0,0.0,0.0,0.0
24,female,0.0333109936,0.03915426467495103,0.003767636007186497,-0.016164357130756243,6.773565027601354e-05,-0.01263513031312486,0.17299801824829414,0.006160429248282688,0.0,0.0,0.0,0.0
24,male,0.021204676599999996,0.03987608837193962,0.0020360939052230334,-0.010442408085499545,9.120237832701387e-05,-0.007124639153724598,0.17307023996033413,0.00643986560549267,0.0,0.0,0.0,0.0
25,female,0.031976059400000006,0.039097795771545256,0.0035306740322089336,-0.016614451081645915,7.302146862080258e-05,-0.01196389913645223,0.16030997454395512,0.006313102415834238,0.0,0.0,0.0,0.0
25,male,0.020123306400000002,0.03983961860263679,0.0019672698628893657,-0.011824415627679347,0.00010578571304692022,-0.006331753275476167,0.15964240693707787,0.006891595599418928,0.0,0.0,0.0,0.0
26,female,0.0306411252,0.03903640653509682,0.0032955050149496936,-0.017064478184811455,7.882995756108004e-05,-0.011292620493206706,0.14855249903151127,0.006465958117353735,0.0,0.0,0.0,0.0
26,male,0.0190419362,0.039799006678743094,0.0018988422018272862,-0.013205197795120579,0.00012225123698370274,-0.005538841578927464,0.1472563861846175,0.007343476897701557,0.0,0.0,0.0,0.0
27,female,0.029306191,0.03896942458335851,0.0030621185668730263,-0.01751443845752071,8.523675577406931e-05,-0.010621294393806841,0.13765734185465436,0.006618996274901953,0.0,0.0,0.0,0.0
27,male,0.017960565999999997,0.039753504427421725,0.0018308091578428313,-0.014584755951019799,0.0001409529356288296,-0.004745904068211734,0.13583134762369328,0.007795509441662392,0.0,0.0,0.0,0.0
28,female,0.0292100432,0.03893686333199261,0.0028796338503459242,-0.01796433191728102,9.280999882623533e-05,-0.00994992084854163,0.12756125874711152,0.006772216810726879,0.0,0.0,0.0,0.0
28,male,0.0179681786,0.039729572812683425,0.001754899750732097,-0.01596309145707132,0.0001525094519086182,-0.00395294074756037,0.12529273246008546,0.008247693172647013,0.0,0.0,0.0,0.0
29,female,0.029113895399999996,0.038904087015439376,0.002719865891164299,-0.018414158581469806,0.00010086753169929414,-0.009278499867908675,0.11820564391202723,0.006925619646953915,0.0,0.0,0.0,0.0
29,male,0.017975791199999997,0.03970566146762987,0.001674914798099794,-0.01734020567334265,0.0001597642498114018,-0.0031599516209368716,0.11557176662050933,0.008700028031919303,0.0,0.0,0.0,0.0
30,female,0.029017747599999998,0.03887109349589904,0.002561301632693381,-0.018863918467466732,0.00010914359364874244,-0.008607031462375382,0.10953618982670374,0.00707920470579983,0.0,0.0,0.0,0.0
30,male,0.017983403800000002,0.03968177036651982,0.0015953960603207816,-0.018716099958822036,0.00016714999202924492,-0.0023669366928390796,0.10660501193906259,0.009152513960909436,0.0,0.0,0.0,0.0
31,female,0.0289215998,0.03883788060714401,0.0024172718144239696,-0.018924288705926363,0.00011615277350343193,-0.00870322881014662,0.10759401528450273,0.006434673629102301,0.0,0.0,0.0,0.0
31,male,0.0179910164,0.03965789948365564,0.0015189460954883396,-0.018888780852509994,0.00017278652961960682,-0.0032879356764871897,0.10443548286683939,0.008167240446987765,0.0,0.0,0.0,0.0
32,female,0.028825452,0.03880444615404469,0.0022727679628594686,-0.018984541699731124,0.00012318985289114248,-0.008799381152711859,0.10568627723272898,0.00579017983170164,0.0,0.0,0.0,0.0
32,male,0.017998629000000002,0.03963404879338309,0.0014426924292972394,-0.019061367679378504,0.00017841442446404627,-0.004208678152734851,0.10231010609392609,0.0071823151266587225,0.0,0.0,0.0,0.0
33,female,0.028661745000000002,0.03875995128698549,0.0021813004062489695,-0.019044677489459996,0.00013480062150445643,-0.008895488480572134,0.1038123650816298,0.005145723320768231,0.0,0.0,0.0,0.0
33,male,0.0178489042,0.03958990300368131,0.0013605669942439063,-0.019233860468644864,0.00018350804767253048,-0.005129164251958021,0.10022798307254423,0.006197737794656718,0.0,0.0,0.0,0.0
34,female,0.028498038,0.03871494521833398,0.0021133778041979683,-0.019104696115446823,0.0001486207743280172,-0.008991550784057733,0.10197167906775635,0.0045013041034931995,0.0,0.0,0.0,0.0
34,male,0.0176991794,0.03954501031838799,0.0012752779153352742,-0.01940625924925226,0.00018846439273156198,-0.006049394104620671,0.09818823354134527,0.00521350824595199,0.0,0.0,0.0,0.0
35,female,0.028334330999999997,0.038669419087396135,0.00204522909254133,-0.019164597618340985,0.00016255495326386422,-0.009087568053538473,0.1001636300619953,0.0038569221870947855,0.0,0.0,0.0,0.0
35,male,0.0175494546,0.039499351620876005,0.001190208541284156,-0.019578564050421753,0.0001935009274357434,-0.006969367840768981,0.09618999515326483,0.004229626275568716,0.0,0.0,0.0,0.0
36,female,0.028170624,0.038623363827510526,0.0019768537164274137,-0.019224382038414038,0.00017660536930568584,-0.00918354027935531,0.09838763938102905,0.003212577578788978,0.0,0.0,0.0,0.0
36,male,0.0173997298,0.03945290713652347,0.0011053584446674978,-0.01975077490107821,0.00019861988902455631,-0.007889085590804774,0.0942324231109575,0.003246091678697289,0.0,0.0,0.0,0.0
37,female,0.028006917,0.03857677016002868,0.0019082511197994322,-0.019284049416090764,0.00019077428706352654,-0.009279467452013933,0.09664313860210588,0.0025682702857402814,0.0,0.0,0.0,0.0
37,male,0.017250005000000002,0.03940565640415756,0.001020727198802674,-0.01992289183032713,0.0002038235994693509,-0.008808547484669752,0.0923146898096158,0.0022629042506050333,0.0,0.0,0.0,0.0
38,female,0.027668483799999997,0.03852637273893556,0.001855401513586923,-0.01934359979204107,0.00020433377746716618,-0.009375349561822777,0.09492956938111631,0.0019240003151817947,0.0,0.0,0.0,0.0
38,male,0.016908078,0.03935156532871447,0.0009744874954380406,-0.020094914867319413,0.00021872005210991856,-0.009727753652563445,0.09043598448711214,0.0012800637866956033,0.0,0.0,0.0,0.0
39,female,0.0273300506,0.03847472715619488,0.001810540639570118,-0.01940303320633446,0.00021794017819987805,-0.009471186599101802,0.09324638327389889,0.0012797676742840036,0.0,0.0,0.0,0.0
39,male,0.016566150999999998,0.039295241362945446,0.0009475656447742477,-0.020266844041030657,0.00023883723319974816,-0.0106467042244359,0.08859551288121943,0.00029757008246836464,0.0,0.0,0.0,0.0
40,female,0.026991617400000004,0.03842178646174793,0.0017655293354780278,-0.019462349699326434,0.00023184749873430557,-0.009566978554309083,0.09159304156068623,0.0006355723703295273,0.0,0.0,0.0,0.0
40,male,0.016224224,0.03923654333174888,0.0009207122216316522,-0.02043867938021842,0.0002597656336769822,-0.011565399330185433,0.08679249689380711,-0.0006845770663249625,0.0,0.0,0.0,0.0
41,female,0.026653184200000006,0.03836750132091158,0.00172036723130671,-0.019643083571413065,0.0002460674495788348,-0.010156739730434187,0.0924889721121541,0.0004609800207208913,0.0,0.0,0.0,0.0
41,male,0.015882297000000004,0.03917531790269378,0.0008939270934955791,-0.02128335785402653,0.00028155805752673924,-0.012120779896674658,0.08816436728275713,-0.0007524951961016897,0.0,0.0,0.0,0.0
42,female,0.026314751,0.03831181986103536,0.0016750539562476415,-0.019823601608193953,0.00026061235024166034,-0.010746420009539208,0.09339366633757985,0.00028682641666191895,0.0,0.0,0.0,0.0
42,male,0.01554037,0.03911139824856165,0.0008672101280803806,-0.022127064433251385,0.000304271988400997,-0.012676140902773579,0.08955792190054448,-0.000820306361083164,0.0,0.0,0.0,0.0
43,female,0.025969302200000002,0.03825260195092958,0.0016463350218418077,-0.020003903911037797,0.00028711476053690384,-0.011336019414790618,0.09430720996010518,0.00011311184857275194,0.0,0.0,0.0,0.0
43,male,0.0153736192,0.039037651069177,0.0008785607618617654,-0.022969800085517182,0.0003245680530095186,-0.013231482351277066,0.0909735034951364,-0.0008880105262600759,0.0,0.0,0.0,0.0
44,female,0.025623853399999997,0.03819178734452173,0.0016259998009281985,-0.020183990581244784,0.0003198513501128455,-0.011925537969362649,0.09522968954138379,-6.016339312914579e-05,0.0,0.0,0.0,0.0
44,male,0.015206868399999999,0.03896228654152094,0.0009089789922782614,-0.023811565777763014,0.00034391880937204386,-0.013786804244965454,0.09241146023207338,-0.0009556076565582444,0.0,0.0,0.0,0.0
45,female,0.025278404600000002,0.038129310581570486,0.0016055942716039593,-0.020363861719859527,0.0003533722941488795,-0.012514975696296431,0.09616119248978534,-0.00023299901764150567,0.0,0.0,0.0,0.0
45,male,0.015040117599999998,0.038885250870644796,0.0009393165550692486,-0.024652362475464904,0.00036365388715839825,-0.014342106586464528,0.09387214578012401,-0.001023097716888968,0.0,0.0,0.0,0.0
46,female,0.0249329558,0.03806510257399967,0.0015846468177480274,-0.02092808386898507,0.00038853787506646883,-0.012529044418580345,0.09718849797628708,0.0007483057425270653,0.0,0.0,0.0,0.0
46,male,0.0148733668,0.03880648784913985,0.0009720183360369228,-0.02568091060218006,0.0003846484829484914,-0.014198789079470888,0.0946382365537433,-0.000524321729940761,0.0,0.0,0.0,0.0
47,female,0.024587507,0.037999090351046975,0.001563641066172995,-0.021492090689048147,0.0004247078253175055,-0.012543032359442598,0.09822677833254075,0.0017300507018034638,0.0,0.0,0.0,0.0
47,male,0.014706615999999999,0.03872593872036913,0.0010047982999546593,-0.026708491662989196,0.00040614817465822284,-0.014055452025902767,0.09541057939573377,-2.543860298590754e-05,0.0,0.0,0.0,0.0
48,female,0.024287906400000003,0.03795514635217796,0.0015534096723308832,-0.022055882280728887,0.00045699826548490215,-0.012556939542087062,0.0992761508048406,0.0027122361516201373,0.0,0.0,0.0,0.0
48,male,0.014746435399999999,0.038643204309564874,0.0010441149439402164,-0.027735106620696035,0.0004371406613996303,-0.013912095428314807,0.09618922532923496,0.00047355169927291107,0.0,0.0,0.0,0.0
49,female,0.023988305799999998,0.037910104681090066,0.0015484212957600232,-0.022619458745152723,0.0004877492831499448,-0.012570765989570427,0.100336733892045,0.0036948623834057257,0.0,0.0,0.0,0.0
49,male,0.0147862548,0.03856091550647429,0.0010858443004498968,-0.028760756437517774,0.00047277058588714367,-0.013768719289709817,0.09697422579378918,0.0009726492117935099,0.0,0.0,0.0,0.0
50,female,0.023688705200000004,0.037863923689674686,0.0015434169825138434,-0.023182820183349183,0.0005192877941272098,-0.01258451172495689,0.10140864735896599,0.004677929688821603,0.0,0.0,0.0,0.0
50,male,0.014826074199999999,0.038479068720700185,0.0011276736516159407,-0.02978544207391257,0.0005082636672153162,-0.01362532361278176,0.09776563264874154,0.0014718539697399738,0.0,0.0,0.0,0.0
51,female,0.023389104600000002,0.037816559595872684,0.0015383966991307529,-0.023925206494890734,0.0005516440078148332,-0.01223863729330163,0.10178515490191427,0.005030375032582508,0.0,0.0,0.0,0.0
51,male,0.014865893600000001,0.038397660400313914,0.0011696031789861824,-0.03089470629110583,0.000543621237262896,-0.01346486225807333,0.09900508648167552,0.002060076308187284,0.0,0.0,0.0,0.0
52,female,0.023089504,0.03776796634522769,0.0015333604120884806,-0.024667176824295547,0.0005848496986381572,-0.01189275676773378,0.10216306033284916,0.005382821686689462,0.0,0.0,0.0,0.0
52,male,0.014905713000000001,0.038316687031341605,0.0012116330644022007,-0.032002830372153374,0.0005788446116564238,-0.013304385873765336,0.10026025387123197,0.002648472121120811,0.0,0.0,0.0,0.0
53,female,0.022894512800000003,0.03771087996246856,0.0015393031761359703,-0.025408731443287157,0.0006196307345054976,-0.011546870147675681,0.10254236884182055,0.005735269651191543,0.0,0.0,0.0,0.0
53,male,0.015129602200000002,0.038221740555743094,0.001260015895861106,-0.033109815552781835,0.0006132397102010866,-0.01314389446160127,0.10153133403085071,0.003237041480758235,0.0,0.0,0.0,0.0
54,female,0.022699521599999998,0.03765281282403767,0.0015505413067666005,-0.02614987062334207,0.000655462137497464,-0.011200977433097583,0.10292308563813243,0.006087718926182675,0.0,0.0,0.0,0.0
54,male,0.0153534914,0.03812956315590863,0.001310688631668446,-0.03421566306693283,0.0006470695534087216,-0.012983388023533684,0.10281852869954523,0.0038257844595995577,0.0,0.0,0.0,0.0
55,female,0.0225045304,0.0375937394365714,0.0015618065033045382,-0.02689059463576027,0.0006919292544832592,-0.010855078623043251,0.1033052159504424,0.006440169511677517,0.0,0.0,0.0,0.0
55,male,0.015577380600000001,0.03804003543445551,0.0013614828045047614,-0.035320374147951444,0.0006800091583638768,-0.012822866561095572,0.104122042173978,0.004414701129641864,0.0,0.0,0.0,0.0
56,female,0.0223095392,0.03753363341543155,0.0015730988177276813,-0.027630903751767466,0.0007290487964386177,-0.010509173717271654,0.10368876502681994,0.006792621407702035,0.0,0.0,0.0,0.0
56,male,0.0158012698,0.03795304476099763,0.0014123986348553285,-0.03642395002744106,0.0007120963937276511,-0.012662330076772279,0.10544208134079978,0.0050037915634266825,0.0,0.0,0.0,0.0
57,female,0.022114548,0.03747246744541195,0.0015844183021041277,-0.02837079824188082,0.0007668380651190715,-0.01016326271519182,0.10407373813482011,0.007145074614344842,0.0,0.0,0.0,0.0
57,male,0.016025159,0.03786848479943319,0.001463436343562174,-0.03752639193526733,0.0007433670164186526,-0.012501778571759626,0.1067788557095666,0.005593055833273699,0.0,0.0,0.0,0.0
58,female,0.0220961232,0.03739603959123472,0.0016332398420809693,-0.02911027837740742,0.0008265204634245735,-0.009817345616408516,0.10446014056155171,0.007497529131586607,0.0,0.0,0.0,0.0
58,male,0.0163656188,0.0377496410951476,0.0015080117244257855,-0.038627701100817396,0.0007879306323458349,-0.012341212048205902,0.1081325774459277,0.006182494011590569,0.0,0.0,0.0,0.0
59,female,0.022077698399999998,0.03731948417231753,0.0017009582635571997,-0.029849344428324865,0.0008983723452201846,-0.009471422420554359,0.10484797761374677,0.007849984959553455,0.0,0.0,0.0,0.0
59,male,0.0167060786,0.03763564131680788,0.0015507248342195275,-0.03972787875138087,0.0008389786941810853,-0.012180630508063311,0.10950346140534849,0.0067721061708279975,0.0,0.0,0.0,0.0
60,female,0.022059273600000002,0.03724280086901864,0.0017688531809922838,-0.030587996665778924,0.0009703767944529916,-0.009125493126729629,0.10523725461785347,0.008202442098273368,0.0,0.0,0.0,0.0
60,male,0.0170465384,0.037526195230346594,0.001593539645760782,-0.040826926113614076,0.0008881202069629525,-0.012020033953073356,0.11089172516717785,0.007361892383487103,0.0,0.0,0.0,0.0
61,female,0.0220408488,0.03716598936062753,0.0018311751194289036,-0.029663444169932413,0.0010427595276847155,-0.00901853534383162,0.10487686150310636,0.007927958904002982,0.0,0.0,0.0,0.0
61,male,0.017386998200000003,0.037421035334322394,0.0016334649697157526,-0.04004032352170016,0.0009343533745463264,-0.011645415916317538,0.1107447566336036,0.007140848294166098,0.0,0.0,0.0,0.0
62,female,0.022022424000000002,0.03708904932536037,0.0018932656613258616,-0.028737974637357125,0.0011153269331198984,-0.008911507808575378,0.10451770258244394,0.007653583023912584,0.0,0.0,0.0,0.0
62,male,0.017727457999999998,0.0373199146769943,0.0016733407030482196,-0.03925301839463563,0.0009787876935176754,-0.011270638203703075,0.11059798288237242,0.006919909571449195,0.0,0.0,0.0,0.0
63,female,0.0224571862,0.03699668776847921,0.0019926005967962775,-0.027811587175515684,0.0011800132763756018,-0.008804410502513897,0.1041597736292687,0.0073793144229064665,0.0,0.0,0.0,0.0
63,male,0.018117655599999997,0.03722463308111453,0.0017078400452454436,-0.03846501013120208,0.001033264070595396,-0.010895700751053968,0.11045140365532567,0.006699076181086693,0.0,0.0,0.0,0.0
64,female,0.0228919484,0.036907834459385724,0.002110304774813789,-0.02688428089182475,0.0012383043077072906,-0.008697243407055374,0.10380307043147242,0.007105153066096096,0.0,0.0,0.0,0.0
64,male,0.018507853199999997,0.03713336909328846,0.0017409969895515976,-0.03767629813028103,0.001091190865295661,-0.010520603494000157,0.11030501869466473,0.006478348088989859,0.0,0.0,0.0,0.0
65,female,0.023326710599999998,0.03682229323837884,0.0022275763428155947,-0.025956054892403577,0.00129446250031252,-0.008590006503715162,0.1034475887913555,0.006831098918365786,0.0,0.0,0.0,0.0
65,male,0.018898050799999996,0.037045873852767926,0.0017741126054209172,-0.03688688178970726,0.0011466456086731257,-0.010145346368132264,0.1101588277429157,0.006257725261045961,0.0,0.0,0.0,0.0
66,female,0.023761472800000003,0.036739882302245175,0.002344416481226504,-0.025026908282626565,0.0013486065570223707,-0.008482699774032237,0.10309332452559573,0.006557151944911813,0.0,0.0,0.0,0.0
66,male,0.0192882484,0.036961918636427345,0.0018071869310849766,-0.03609676050715615,0.0011997810753660307,-0.009769929309378547,0.11001283054294476,0.006037207663231124,0.0,0.0,0.0,0.0
67,female,0.024196235,0.036660432914459626,0.0024608263676154808,-0.024096840166873693,0.0014008465320016449,-0.008375323199174223,0.10274027346520362,0.006283312110734632,0.0,0.0,0.0,0.0
67,male,0.019678446,0.03688129286225142,0.0018402200047439934,-0.03530593367953433,0.0012507376968463855,-0.00939435225299724,0.10986702683798093,0.0058167952614417325,0.0,0.0,0.0,0.0
68,female,0.024875497800000004,0.036541353556349736,0.0025176723044839596,-0.023165849649138474,0.001510646913219108,-0.008267876760909489,0.10238843145546615,0.006009579380817797,0.0,0.0,0.0,0.0
68,male,0.0200583046,0.03675590677788391,0.0018529849932595887,-0.0345144007035071,0.0013483933557166972,-0.009018615134851202,0.10972141637157498,0.0055964880214180845,0.0,0.0,0.0,0.0
69,female,0.0255547606,0.03642860461780261,0.0025447864943473875,-0.022233935831627392,0.0016460647047211374,-0.0081603604403962,0.10203779435589605,0.005735953720339606,0.0,0.0,0.0,0.0
69,male,0.020438163200000005,0.036635181482453365,0.0018543461801132945,-0.033722160975051846,0.0014665493621934895,-0.008642717890146263,0.10957599888761944,0.005376285909254844,0.0,0.0,0.0,0.0
70,female,0.026234023399999997,0.03632169436884775,0.0025717942845424236,-0.021301097816791424,0.0017745091452214929,-0.008052774219125178,0.10168835804017173,0.0054624350943509115,0.0,0.0,0.0,0.0
70,male,0.020818021800000003,0.03651886184498086,0.0018557049992092237,-0.032929213889409434,0.001580230739609915,-0.00826666045469377,0.1094307741303347,0.005156188891004524,0.0,0.0,0.0,0.0
71,female,0.026913286199999997,0.036220180722486436,0.0025986959714037333,-0.019746245490152033,0.0018965166693967659,-0.008200164516058768,0.10141879100888596,0.005016243165669003,0.0,0.0,0.0,0.0
71,male,0.021197880400000004,0.03640671102191896,0.0018570614529403809,-0.03127423804436069,0.0016896836565577745,-0.008308840196962989,0.1091726641985635,0.005012317816267613,0.0,0.0,0.0,0.0
72,female,0.027592548999999997,0.036123665124233366,0.0026254918505418286,-0.01818886468391861,0.002012570048822684,-0.008347554748150335,0.10114993857645455,0.004570300585782702,0.0,0.0,0.0,0.0
